;FIG;Weinstock
2635;FIG|691.12.PEG.3444;BA890_RS21620
2636;FIG|691.12.PEG.3445;BA890_RS21625
2637;FIG|691.12.PEG.3446;BA890_RS21630
2638;FIG|691.12.PEG.3447;BA890_RS21635
2639;FIG|691.12.PEG.3448;BA890_RS21640
2640;FIG|691.12.PEG.3449;BA890_RS21645
2641;FIG|691.12.PEG.345;BA890_RS11290
2642;FIG|691.12.PEG.3450;BA890_RS21650
2643;FIG|691.12.PEG.3451;BA890_RS21655
2644;FIG|691.12.PEG.3452;BA890_RS21660
2645;FIG|691.12.PEG.3453;BA890_RS21665
2646;FIG|691.12.PEG.3454;BA890_RS21670
2647;FIG|691.12.PEG.3455;BA890_RS21675
2648;FIG|691.12.PEG.3456;BA890_RS21680
2649;FIG|691.12.PEG.3457;BA890_RS21685
2650;FIG|691.12.PEG.3459;BA890_RS21690
2651;FIG|691.12.PEG.346;BA890_RS11285
2652;FIG|691.12.PEG.3460;BA890_RS21695
2653;FIG|691.12.PEG.3461;BA890_RS21700
2654;FIG|691.12.PEG.3462;BA890_RS21705
2655;FIG|691.12.PEG.3463;BA890_RS21710
2656;FIG|691.12.PEG.3464;BA890_RS21715
2657;FIG|691.12.PEG.3465;BA890_RS21720
2658;FIG|691.12.PEG.3466;BA890_RS21725
2659;FIG|691.12.PEG.3467;BA890_RS21730
2660;FIG|691.12.PEG.3468;BA890_RS21735
2661;FIG|691.12.PEG.3469;BA890_RS21740
2662;FIG|691.12.PEG.347;BA890_RS11280
2663;FIG|691.12.PEG.3470;BA890_RS21745
2664;FIG|691.12.PEG.3471;BA890_RS21750
2665;FIG|691.12.PEG.3472;BA890_RS21755
2666;FIG|691.12.PEG.3473;BA890_RS21760
2667;FIG|691.12.PEG.3474;BA890_RS21765
2668;FIG|691.12.PEG.3475;BA890_RS21770
2669;FIG|691.12.PEG.3476;BA890_RS21775
2670;FIG|691.12.PEG.3477;BA890_RS21780
2671;FIG|691.12.PEG.3478;BA890_RS21785
2672;FIG|691.12.PEG.348;BA890_RS11275
2673;FIG|691.12.PEG.3480;BA890_RS21790
2674;FIG|691.12.PEG.3481;BA890_RS21795
2675;FIG|691.12.PEG.3482;BA890_RS21800
2676;FIG|691.12.PEG.3483;BA890_RS21805
2677;FIG|691.12.PEG.3484;BA890_RS21810
2678;FIG|691.12.PEG.3485;BA890_RS21815
2679;FIG|691.12.PEG.3486;BA890_RS21820
2680;FIG|691.12.PEG.3487;BA890_RS21825
2681;FIG|691.12.PEG.3488;BA890_RS21830
2682;FIG|691.12.PEG.3489;BA890_RS21835
2683;FIG|691.12.PEG.349;BA890_RS11270
2684;FIG|691.12.PEG.3490;BA890_RS21840
2685;FIG|691.12.PEG.3491;BA890_RS21845
2686;FIG|691.12.PEG.3492;BA890_RS21850
2687;FIG|691.12.PEG.3493;BA890_RS21855
2688;FIG|691.12.PEG.3494;BA890_RS21860
2689;FIG|691.12.PEG.3495;BA890_RS21865
2690;FIG|691.12.PEG.3496;BA890_RS21870
2691;FIG|691.12.PEG.3497;BA890_RS21875
2692;FIG|691.12.PEG.3498;BA890_RS21880
2693;FIG|691.12.PEG.3499;BA890_RS21885
2694;FIG|691.12.PEG.35;BA890_RS13000
2695;FIG|691.12.PEG.350;BA890_RS11265
2696;FIG|691.12.PEG.3500;BA890_RS21890
2697;FIG|691.12.PEG.3501;BA890_RS21895
2698;FIG|691.12.PEG.3502;BA890_RS21900
2699;FIG|691.12.PEG.3503;BA890_RS21905
2700;FIG|691.12.PEG.3504;BA890_RS21910
2701;FIG|691.12.PEG.3505;BA890_RS21915
2702;FIG|691.12.PEG.3506;BA890_RS21920
2703;FIG|691.12.PEG.3507;BA890_RS21925
2704;FIG|691.12.PEG.3508;BA890_RS21930
2705;FIG|691.12.PEG.3509;BA890_RS21935
2706;FIG|691.12.PEG.351;BA890_RS11260
2707;FIG|691.12.PEG.3510;BA890_RS21940
2708;FIG|691.12.PEG.3511;BA890_RS21945
2709;FIG|691.12.PEG.3512;BA890_RS21950
2710;FIG|691.12.PEG.3513;BA890_RS21955
2711;FIG|691.12.PEG.3514;BA890_RS21960
2712;FIG|691.12.PEG.3515;BA890_RS21965
2713;FIG|691.12.PEG.3516;BA890_RS21970
2714;FIG|691.12.PEG.3517;BA890_RS21975
2715;FIG|691.12.PEG.3518;BA890_RS21980
2716;FIG|691.12.PEG.3519;BA890_RS21985
2717;FIG|691.12.PEG.352;BA890_RS11255
2718;FIG|691.12.PEG.3520;BA890_RS21990
2719;FIG|691.12.PEG.3521;BA890_RS21995
2720;FIG|691.12.PEG.3522;BA890_RS22000
2721;FIG|691.12.PEG.3523;BA890_RS22005
2722;FIG|691.12.PEG.3524;BA890_RS22010
2723;FIG|691.12.PEG.3525;BA890_RS22015
2724;FIG|691.12.PEG.3526;BA890_RS22020
2725;FIG|691.12.PEG.3528;BA890_RS22025
2726;FIG|691.12.PEG.3529;BA890_RS22030
2727;FIG|691.12.PEG.353;BA890_RS11250
2728;FIG|691.12.PEG.3530;BA890_RS22035
2729;FIG|691.12.PEG.3531;BA890_RS22040
2730;FIG|691.12.PEG.3532;BA890_RS22045
2731;FIG|691.12.PEG.3533;BA890_RS22050
2732;FIG|691.12.PEG.3534;BA890_RS22055
2733;FIG|691.12.PEG.3535;BA890_RS22060
2734;FIG|691.12.PEG.3536;BA890_RS22065
2735;FIG|691.12.PEG.3537;BA890_RS22070
2736;FIG|691.12.PEG.3538;BA890_RS22075
2737;FIG|691.12.PEG.3539;BA890_RS22080
2738;FIG|691.12.PEG.354;BA890_RS11245
2739;FIG|691.12.PEG.3540;BA890_RS22085
2740;FIG|691.12.PEG.3541;BA890_RS22090
2741;FIG|691.12.PEG.3542;BA890_RS22095
2742;FIG|691.12.PEG.3543;BA890_RS22100
2743;FIG|691.12.PEG.3544;BA890_RS22105
2744;FIG|691.12.PEG.3545;BA890_RS22115
2745;FIG|691.12.PEG.3546;BA890_RS22120
2746;FIG|691.12.PEG.3547;BA890_RS22125
2747;FIG|691.12.PEG.3548;BA890_RS22130
2748;FIG|691.12.PEG.3549;BA890_RS22135
2749;FIG|691.12.PEG.355;BA890_RS11240
2750;FIG|691.12.PEG.3550;BA890_RS22140
2751;FIG|691.12.PEG.3551;BA890_RS22145
2752;FIG|691.12.PEG.3552;BA890_RS22150
2753;FIG|691.12.PEG.3553;BA890_RS22155
2754;FIG|691.12.PEG.3554;BA890_RS22160
2755;FIG|691.12.PEG.3555;BA890_RS22165
2756;FIG|691.12.PEG.3556;BA890_RS22170
2757;FIG|691.12.PEG.3557;BA890_RS22175
2758;FIG|691.12.PEG.3558;BA890_RS22180
2759;FIG|691.12.PEG.3559;BA890_RS22185
2760;FIG|691.12.PEG.356;BA890_RS11235
2761;FIG|691.12.PEG.3560;BA890_RS22190
2762;FIG|691.12.PEG.3561;BA890_RS22195
2763;FIG|691.12.PEG.3562;BA890_RS22200
2764;FIG|691.12.PEG.3563;BA890_RS22205
2765;FIG|691.12.PEG.3564;BA890_RS22210
2766;FIG|691.12.PEG.3565;BA890_RS22215
2767;FIG|691.12.PEG.3566;BA890_RS22220
2768;FIG|691.12.PEG.3567;BA890_RS22225
2769;FIG|691.12.PEG.3568;BA890_RS22230
2770;FIG|691.12.PEG.3569;BA890_RS22235
2771;FIG|691.12.PEG.357;BA890_RS11230
2772;FIG|691.12.PEG.3570;BA890_RS22240
2773;FIG|691.12.PEG.3571;BA890_RS22245
2774;FIG|691.12.PEG.3572;BA890_RS22250
2775;FIG|691.12.PEG.3574;BA890_RS22255
2776;FIG|691.12.PEG.3575;BA890_RS22260
2777;FIG|691.12.PEG.3576;BA890_RS22265
2778;FIG|691.12.PEG.3577;BA890_RS22275
2779;FIG|691.12.PEG.3578;BA890_RS22280
2780;FIG|691.12.PEG.3579;BA890_RS22285
2781;FIG|691.12.PEG.358;BA890_RS11225
2782;FIG|691.12.PEG.3580;BA890_RS22290
2783;FIG|691.12.PEG.3581;BA890_RS22295
2784;FIG|691.12.PEG.3582;BA890_RS22300
2785;FIG|691.12.PEG.3583;BA890_RS22305
2786;FIG|691.12.PEG.3584;BA890_RS22310
2787;FIG|691.12.PEG.3585;BA890_RS22315
2788;FIG|691.12.PEG.3586;BA890_RS22320
2789;FIG|691.12.PEG.3587;BA890_RS22325
2790;FIG|691.12.PEG.3588;BA890_RS22330
2791;FIG|691.12.PEG.3589;BA890_RS22335
2792;FIG|691.12.PEG.359;BA890_RS11220
2793;FIG|691.12.PEG.3590;BA890_RS22340
2794;FIG|691.12.PEG.3591;BA890_RS22345
2795;FIG|691.12.PEG.3592;BA890_RS22350
2796;FIG|691.12.PEG.3593;BA890_RS22355
2797;FIG|691.12.PEG.3594;BA890_RS22360
2798;FIG|691.12.PEG.3595;BA890_RS22365
2799;FIG|691.12.PEG.3596;BA890_RS22370
2800;FIG|691.12.PEG.3597;BA890_RS22375
2801;FIG|691.12.PEG.3598;BA890_RS22380
2802;FIG|691.12.PEG.3599;BA890_RS22385
2803;FIG|691.12.PEG.36;BA890_RS12995
2804;FIG|691.12.PEG.360;BA890_RS11215
2805;FIG|691.12.PEG.3600;BA890_RS22390
2806;FIG|691.12.PEG.3601;BA890_RS22395
2807;FIG|691.12.PEG.3602;BA890_RS22400
2808;FIG|691.12.PEG.3603;BA890_RS22405
2809;FIG|691.12.PEG.3604;BA890_RS22410
2810;FIG|691.12.PEG.3605;BA890_RS22415
2811;FIG|691.12.PEG.3606;BA890_RS22420
2812;FIG|691.12.PEG.3607;BA890_RS22425
2813;FIG|691.12.PEG.3608;BA890_RS22430
2814;FIG|691.12.PEG.3609;BA890_RS22435
2815;FIG|691.12.PEG.361;BA890_RS11210
2816;FIG|691.12.PEG.3610;BA890_RS22440
2817;FIG|691.12.PEG.3611;BA890_RS22445
2818;FIG|691.12.PEG.3612;BA890_RS22450
2819;FIG|691.12.PEG.3613;BA890_RS22455
2820;FIG|691.12.PEG.3614;BA890_RS22460
2821;FIG|691.12.PEG.3616;BA890_RS22465
2822;FIG|691.12.PEG.3617;BA890_RS22470
2823;FIG|691.12.PEG.3619;BA890_RS22475
2824;FIG|691.12.PEG.362;BA890_RS11205
2825;FIG|691.12.PEG.3620;BA890_RS23740
2826;FIG|691.12.PEG.3621;BA890_RS22485
2827;FIG|691.12.PEG.3622;BA890_RS22490
2828;FIG|691.12.PEG.3623;BA890_RS22495
2829;FIG|691.12.PEG.3624;BA890_RS22500
2830;FIG|691.12.PEG.3625;BA890_RS22505
2831;FIG|691.12.PEG.3626;BA890_RS22510
2832;FIG|691.12.PEG.3627;BA890_RS22515
2833;FIG|691.12.PEG.3628;BA890_RS22520
2834;FIG|691.12.PEG.3629;BA890_RS22525
2835;FIG|691.12.PEG.363;BA890_RS11200
2836;FIG|691.12.PEG.3630;BA890_RS22530
2837;FIG|691.12.PEG.3631;BA890_RS22535
2838;FIG|691.12.PEG.3632;BA890_RS22540
2839;FIG|691.12.PEG.3633;BA890_RS22545
2840;FIG|691.12.PEG.3634;BA890_RS22550
2841;FIG|691.12.PEG.3635;BA890_RS22555
2842;FIG|691.12.PEG.3636;BA890_RS22560
2843;FIG|691.12.PEG.3637;BA890_RS22565
2844;FIG|691.12.PEG.3639;BA890_RS22570
2845;FIG|691.12.PEG.364;BA890_RS11195
2846;FIG|691.12.PEG.3640;BA890_RS22575
2847;FIG|691.12.PEG.3641;BA890_RS22580
2848;FIG|691.12.PEG.3642;BA890_RS22585
2849;FIG|691.12.PEG.3643;BA890_RS22590
2850;FIG|691.12.PEG.3644;BA890_RS22595
2851;FIG|691.12.PEG.3645;BA890_RS22600
2852;FIG|691.12.PEG.3646;BA890_RS22605
2853;FIG|691.12.PEG.3647;BA890_RS22610
2854;FIG|691.12.PEG.3648;BA890_RS22615
2855;FIG|691.12.PEG.3649;BA890_RS22620
2856;FIG|691.12.PEG.365;BA890_RS11190
2857;FIG|691.12.PEG.3650;BA890_RS22625
2858;FIG|691.12.PEG.3651;BA890_RS22630
2859;FIG|691.12.PEG.3652;BA890_RS22635
2860;FIG|691.12.PEG.3653;BA890_RS22640
2861;FIG|691.12.PEG.3654;BA890_RS22645
2862;FIG|691.12.PEG.3655;BA890_RS22650
2863;FIG|691.12.PEG.3656;BA890_RS22655
2864;FIG|691.12.PEG.3657;BA890_RS22660
2865;FIG|691.12.PEG.3658;BA890_RS22665
2866;FIG|691.12.PEG.3659;BA890_RS22670
2867;FIG|691.12.PEG.366;BA890_RS11185
2868;FIG|691.12.PEG.3660;BA890_RS22675
2869;FIG|691.12.PEG.3661;BA890_RS22680
2870;FIG|691.12.PEG.3662;BA890_RS22685
2871;FIG|691.12.PEG.3663;BA890_RS22690
2872;FIG|691.12.PEG.3664;BA890_RS22695
2873;FIG|691.12.PEG.3665;BA890_RS22700
2874;FIG|691.12.PEG.3666;BA890_RS22705
2875;FIG|691.12.PEG.3667;BA890_RS22710
2876;FIG|691.12.PEG.3668;BA890_RS22715
2877;FIG|691.12.PEG.3669;BA890_RS22720
2878;FIG|691.12.PEG.367;BA890_RS11180
2879;FIG|691.12.PEG.3670;BA890_RS22725
2880;FIG|691.12.PEG.3671;BA890_RS22730
2881;FIG|691.12.PEG.3672;BA890_RS22735
2882;FIG|691.12.PEG.3673;BA890_RS22740
2883;FIG|691.12.PEG.3674;BA890_RS22745
2884;FIG|691.12.PEG.3675;BA890_RS22750
2885;FIG|691.12.PEG.3676;BA890_RS22755
2886;FIG|691.12.PEG.3677;BA890_RS22760
2887;FIG|691.12.PEG.3678;BA890_RS22765
2888;FIG|691.12.PEG.3679;BA890_RS22770
2889;FIG|691.12.PEG.368;BA890_RS11175
2890;FIG|691.12.PEG.3680;BA890_RS22775
2891;FIG|691.12.PEG.3681;BA890_RS22780
2892;FIG|691.12.PEG.3682;BA890_RS22785
2893;FIG|691.12.PEG.3683;BA890_RS22790
2894;FIG|691.12.PEG.3684;BA890_RS22795
2895;FIG|691.12.PEG.3685;BA890_RS22800
2896;FIG|691.12.PEG.3686;BA890_RS22805
2897;FIG|691.12.PEG.3687;BA890_RS22810
2898;FIG|691.12.PEG.3688;BA890_RS22815
2899;FIG|691.12.PEG.3689;BA890_RS22820
2900;FIG|691.12.PEG.369;BA890_RS11170
2901;FIG|691.12.PEG.3690;BA890_RS22825
2902;FIG|691.12.PEG.3691;BA890_RS22830
2903;FIG|691.12.PEG.3692;BA890_RS22835
2904;FIG|691.12.PEG.3693;BA890_RS22840
2905;FIG|691.12.PEG.3694;BA890_RS22845
2906;FIG|691.12.PEG.3695;BA890_RS22850
2907;FIG|691.12.PEG.3696;BA890_RS22855
2908;FIG|691.12.PEG.3697;BA890_RS22860
2909;FIG|691.12.PEG.3698;BA890_RS22865
2910;FIG|691.12.PEG.3699;BA890_RS22870
2911;FIG|691.12.PEG.37;BA890_RS12990
2912;FIG|691.12.PEG.370;BA890_RS11165
2913;FIG|691.12.PEG.3700;BA890_RS22875
2914;FIG|691.12.PEG.3701;BA890_RS22880
2915;FIG|691.12.PEG.3702;BA890_RS22885
2916;FIG|691.12.PEG.3703;BA890_RS22890
2917;FIG|691.12.PEG.3704;BA890_RS22895
2918;FIG|691.12.PEG.3705;BA890_RS22900
2919;FIG|691.12.PEG.3706;BA890_RS22905
2920;FIG|691.12.PEG.3707;BA890_RS22910
2921;FIG|691.12.PEG.3708;BA890_RS22915
2922;FIG|691.12.PEG.3709;BA890_RS22920
2923;FIG|691.12.PEG.371;BA890_RS11160
2924;FIG|691.12.PEG.3710;BA890_RS22925
2925;FIG|691.12.PEG.3711;BA890_RS22930
2926;FIG|691.12.PEG.3712;BA890_RS22935
2927;FIG|691.12.PEG.3713;BA890_RS22940
2928;FIG|691.12.PEG.3714;BA890_RS22945
2929;FIG|691.12.PEG.3715;BA890_RS22950
2930;FIG|691.12.PEG.3716;BA890_RS22955
2931;FIG|691.12.PEG.3717;BA890_RS22960
2932;FIG|691.12.PEG.3718;BA890_RS22965
2933;FIG|691.12.PEG.3719;BA890_RS22970
2934;FIG|691.12.PEG.372;BA890_RS11155
2935;FIG|691.12.PEG.3720;BA890_RS22975
2936;FIG|691.12.PEG.3722;BA890_RS22980
2937;FIG|691.12.PEG.3723;BA890_RS22985
2938;FIG|691.12.PEG.3724;BA890_RS22990
2939;FIG|691.12.PEG.3725;BA890_RS22995
2940;FIG|691.12.PEG.3726;BA890_RS23000
2941;FIG|691.12.PEG.3727;BA890_RS23005
2942;FIG|691.12.PEG.373;BA890_RS11150
2943;FIG|691.12.PEG.3730;BA890_RS23015
2944;FIG|691.12.PEG.3731;BA890_RS23020
2945;FIG|691.12.PEG.3732;BA890_RS23025
2946;FIG|691.12.PEG.3733;BA890_RS23030
2947;FIG|691.12.PEG.3734;BA890_RS23035
2948;FIG|691.12.PEG.3735;BA890_RS23040
2949;FIG|691.12.PEG.3736;BA890_RS23045
2950;FIG|691.12.PEG.3737;BA890_RS23050
2951;FIG|691.12.PEG.3738;BA890_RS23055
2952;FIG|691.12.PEG.3739;BA890_RS23060
2953;FIG|691.12.PEG.374;BA890_RS11145
2954;FIG|691.12.PEG.3740;BA890_RS23065
2955;FIG|691.12.PEG.3741;BA890_RS23070
2956;FIG|691.12.PEG.3742;BA890_RS23075
2957;FIG|691.12.PEG.3743;BA890_RS23080
2958;FIG|691.12.PEG.3744;BA890_RS23085
2959;FIG|691.12.PEG.3745;BA890_RS23090
2960;FIG|691.12.PEG.3746;BA890_RS23095
2961;FIG|691.12.PEG.3747;BA890_RS23100
2962;FIG|691.12.PEG.3748;BA890_RS23105
2963;FIG|691.12.PEG.3749;BA890_RS23110
2964;FIG|691.12.PEG.375;BA890_RS11140
2965;FIG|691.12.PEG.3750;BA890_RS23115
2966;FIG|691.12.PEG.3751;BA890_RS23120
2967;FIG|691.12.PEG.3753;BA890_RS23125
2968;FIG|691.12.PEG.3754;BA890_RS23130
2969;FIG|691.12.PEG.3755;BA890_RS23135
2970;FIG|691.12.PEG.3756;BA890_RS23140
2971;FIG|691.12.PEG.3757;BA890_RS23145
2972;FIG|691.12.PEG.3758;BA890_RS23150
2973;FIG|691.12.PEG.3759;BA890_RS23155
2974;FIG|691.12.PEG.376;BA890_RS11135
2975;FIG|691.12.PEG.3760;BA890_RS23160
2976;FIG|691.12.PEG.3761;BA890_RS23165
2977;FIG|691.12.PEG.3762;BA890_RS23170
2978;FIG|691.12.PEG.3763;BA890_RS23175
2979;FIG|691.12.PEG.3764;BA890_RS23180
2980;FIG|691.12.PEG.3765;BA890_RS23185
2981;FIG|691.12.PEG.3766;BA890_RS23190
2982;FIG|691.12.PEG.3767;BA890_RS23195
2983;FIG|691.12.PEG.3768;BA890_RS23200
2984;FIG|691.12.PEG.3769;BA890_RS23205
2985;FIG|691.12.PEG.377;BA890_RS11130
2986;FIG|691.12.PEG.3770;BA890_RS23210
2987;FIG|691.12.PEG.3771;BA890_RS23215
2988;FIG|691.12.PEG.3772;BA890_RS23220
2989;FIG|691.12.PEG.3773;BA890_RS23225
2990;FIG|691.12.PEG.3774;BA890_RS23230
2991;FIG|691.12.PEG.3775;BA890_RS23235
2992;FIG|691.12.PEG.3776;BA890_RS23240
2993;FIG|691.12.PEG.3777;BA890_RS23245
2994;FIG|691.12.PEG.3778;BA890_RS23250
2995;FIG|691.12.PEG.3779;BA890_RS23760
2996;FIG|691.12.PEG.378;BA890_RS11125
2997;FIG|691.12.PEG.3780;BA890_RS23265
2998;FIG|691.12.PEG.3781;BA890_RS23270
2999;FIG|691.12.PEG.3782;BA890_RS14935
3000;FIG|691.12.PEG.3783;BA890_RS14940
3001;FIG|691.12.PEG.3784;BA890_RS14945
3002;FIG|691.12.PEG.3785;BA890_RS14950
3003;FIG|691.12.PEG.3786;BA890_RS14955
3004;FIG|691.12.PEG.3787;BA890_RS14960
3005;FIG|691.12.PEG.3788;BA890_RS14965
3006;FIG|691.12.PEG.3789;BA890_RS14970
3007;FIG|691.12.PEG.379;BA890_RS11120
3008;FIG|691.12.PEG.3790;BA890_RS14975
3009;FIG|691.12.PEG.3791;BA890_RS14980
3010;FIG|691.12.PEG.3792;BA890_RS14985
3011;FIG|691.12.PEG.3793;BA890_RS14990
3012;FIG|691.12.PEG.3794;BA890_RS14995
3013;FIG|691.12.PEG.3795;BA890_RS15000
3014;FIG|691.12.PEG.3796;BA890_RS15005
3015;FIG|691.12.PEG.3797;BA890_RS15010
3016;FIG|691.12.PEG.3798;BA890_RS15015
3017;FIG|691.12.PEG.3799;BA890_RS15020
3018;FIG|691.12.PEG.38;BA890_RS12985
3019;FIG|691.12.PEG.380;BA890_RS11115
3020;FIG|691.12.PEG.3800;BA890_RS15025
3021;FIG|691.12.PEG.3801;BA890_RS15030
3022;FIG|691.12.PEG.3802;BA890_RS15035
3023;FIG|691.12.PEG.3803;BA890_RS15040
3024;FIG|691.12.PEG.3804;BA890_RS15045
3025;FIG|691.12.PEG.3805;BA890_RS15050
3026;FIG|691.12.PEG.3806;BA890_RS15055
3027;FIG|691.12.PEG.3807;BA890_RS15060
3028;FIG|691.12.PEG.3808;BA890_RS15065
3029;FIG|691.12.PEG.3809;BA890_RS15070
3030;FIG|691.12.PEG.381;BA890_RS11110
3031;FIG|691.12.PEG.3810;BA890_RS15075
3032;FIG|691.12.PEG.3811;BA890_RS15080
3033;FIG|691.12.PEG.3812;BA890_RS15085
3034;FIG|691.12.PEG.3813;BA890_RS15090
3035;FIG|691.12.PEG.3814;BA890_RS15095
3036;FIG|691.12.PEG.3815;BA890_RS15100
3037;FIG|691.12.PEG.3816;BA890_RS15105
3038;FIG|691.12.PEG.3817;BA890_RS15110
3039;FIG|691.12.PEG.3818;BA890_RS15115
3040;FIG|691.12.PEG.3819;BA890_RS15120
3041;FIG|691.12.PEG.382;BA890_RS11105
3042;FIG|691.12.PEG.3820;BA890_RS15125
3043;FIG|691.12.PEG.3821;BA890_RS15130
3044;FIG|691.12.PEG.3822;BA890_RS15135
3045;FIG|691.12.PEG.3823;BA890_RS15140
3046;FIG|691.12.PEG.3824;BA890_RS15145
3047;FIG|691.12.PEG.3825;BA890_RS15160
3048;FIG|691.12.PEG.3826;BA890_RS23530
3049;FIG|691.12.PEG.3828;BA890_RS23535
3050;FIG|691.12.PEG.3829;BA890_RS15170
3051;FIG|691.12.PEG.3830;BA890_RS15175
3052;FIG|691.12.PEG.3831;BA890_RS15180
3053;FIG|691.12.PEG.3832;BA890_RS15185
3054;FIG|691.12.PEG.3833;BA890_RS15190
3055;FIG|691.12.PEG.3834;BA890_RS15195
3056;FIG|691.12.PEG.3835;BA890_RS15200
3057;FIG|691.12.PEG.3836;BA890_RS15205
3058;FIG|691.12.PEG.3837;BA890_RS15210
3059;FIG|691.12.PEG.3838;BA890_RS23540
3060;FIG|691.12.PEG.3839;BA890_RS15215
3061;FIG|691.12.PEG.384;BA890_RS11100
3062;FIG|691.12.PEG.3840;BA890_RS15220
3063;FIG|691.12.PEG.3842;BA890_RS15225
3064;FIG|691.12.PEG.3843;BA890_RS15230
3065;FIG|691.12.PEG.3844;BA890_RS15235
3066;FIG|691.12.PEG.3845;BA890_RS15240
3067;FIG|691.12.PEG.3846;BA890_RS15245
3068;FIG|691.12.PEG.3847;BA890_RS15250
3069;FIG|691.12.PEG.3848;BA890_RS15255
3070;FIG|691.12.PEG.3849;BA890_RS15260
3071;FIG|691.12.PEG.385;BA890_RS11095
3072;FIG|691.12.PEG.3850;BA890_RS15265
3073;FIG|691.12.PEG.3851;BA890_RS15270
3074;FIG|691.12.PEG.3852;BA890_RS15275
3075;FIG|691.12.PEG.3853;BA890_RS15280
3076;FIG|691.12.PEG.3854;BA890_RS15285
3077;FIG|691.12.PEG.3855;BA890_RS15290
3078;FIG|691.12.PEG.3856;BA890_RS15295
3079;FIG|691.12.PEG.3857;BA890_RS15300
3080;FIG|691.12.PEG.3858;BA890_RS15305
3081;FIG|691.12.PEG.3859;BA890_RS15310
3082;FIG|691.12.PEG.386;BA890_RS11090
3083;FIG|691.12.PEG.3860;BA890_RS15315
3084;FIG|691.12.PEG.3861;BA890_RS15320
3085;FIG|691.12.PEG.3863;BA890_RS15325
3086;FIG|691.12.PEG.3864;BA890_RS15330
3087;FIG|691.12.PEG.3865;BA890_RS15335
3088;FIG|691.12.PEG.3866;BA890_RS15340
3089;FIG|691.12.PEG.3867;BA890_RS15345
3090;FIG|691.12.PEG.3868;BA890_RS15350
3091;FIG|691.12.PEG.3869;BA890_RS15355
3092;FIG|691.12.PEG.387;BA890_RS11085
3093;FIG|691.12.PEG.3870;BA890_RS15360
3094;FIG|691.12.PEG.3871;BA890_RS15365
3095;FIG|691.12.PEG.3872;BA890_RS15370
3096;FIG|691.12.PEG.3873;BA890_RS15375
3097;FIG|691.12.PEG.3874;BA890_RS15380
3098;FIG|691.12.PEG.3875;BA890_RS15385
3099;FIG|691.12.PEG.3876;BA890_RS15390
3100;FIG|691.12.PEG.3877;BA890_RS15395
3101;FIG|691.12.PEG.3878;BA890_RS15400
3102;FIG|691.12.PEG.3879;BA890_RS15405
3103;FIG|691.12.PEG.388;BA890_RS11080
3104;FIG|691.12.PEG.3880;BA890_RS15410
3105;FIG|691.12.PEG.3881;BA890_RS15415
3106;FIG|691.12.PEG.3882;BA890_RS15420
3107;FIG|691.12.PEG.3883;BA890_RS15425
3108;FIG|691.12.PEG.3884;BA890_RS15430
3109;FIG|691.12.PEG.3885;BA890_RS15435
3110;FIG|691.12.PEG.3886;BA890_RS15445
3111;FIG|691.12.PEG.3887;BA890_RS15450
3112;FIG|691.12.PEG.3888;BA890_RS15455
3113;FIG|691.12.PEG.3889;BA890_RS15460
3114;FIG|691.12.PEG.389;BA890_RS11075
3115;FIG|691.12.PEG.3890;BA890_RS15465
3116;FIG|691.12.PEG.3891;BA890_RS15470
3117;FIG|691.12.PEG.3892;BA890_RS15475
3118;FIG|691.12.PEG.3893;BA890_RS15480
3119;FIG|691.12.PEG.3894;BA890_RS15485
3120;FIG|691.12.PEG.3895;BA890_RS15490
3121;FIG|691.12.PEG.3896;BA890_RS15495
3122;FIG|691.12.PEG.3897;BA890_RS15500
3123;FIG|691.12.PEG.3898;BA890_RS15505
3124;FIG|691.12.PEG.3899;BA890_RS15510
3125;FIG|691.12.PEG.39;BA890_RS12980
3126;FIG|691.12.PEG.390;BA890_RS11065
3127;FIG|691.12.PEG.3900;BA890_RS15515
3128;FIG|691.12.PEG.3901;BA890_RS15520
3129;FIG|691.12.PEG.3902;BA890_RS15525
3130;FIG|691.12.PEG.3903;BA890_RS15530
3131;FIG|691.12.PEG.3904;BA890_RS15535
3132;FIG|691.12.PEG.3905;BA890_RS15540
3133;FIG|691.12.PEG.3906;BA890_RS15545
3134;FIG|691.12.PEG.3907;BA890_RS15550
3135;FIG|691.12.PEG.3908;BA890_RS15555
3136;FIG|691.12.PEG.3909;BA890_RS15560
3137;FIG|691.12.PEG.391;BA890_RS11060
3138;FIG|691.12.PEG.3910;BA890_RS15565
3139;FIG|691.12.PEG.3911;BA890_RS15570
3140;FIG|691.12.PEG.3912;BA890_RS15575
3141;FIG|691.12.PEG.3913;BA890_RS15580
3142;FIG|691.12.PEG.3914;BA890_RS15585
3143;FIG|691.12.PEG.3915;BA890_RS15590
3144;FIG|691.12.PEG.3916;BA890_RS15595
3145;FIG|691.12.PEG.3917;BA890_RS15600
3146;FIG|691.12.PEG.3918;BA890_RS15605
3147;FIG|691.12.PEG.3919;BA890_RS15610
3148;FIG|691.12.PEG.392;BA890_RS11055
3149;FIG|691.12.PEG.3920;BA890_RS15615
3150;FIG|691.12.PEG.3921;BA890_RS15620
3151;FIG|691.12.PEG.3922;BA890_RS15625
3152;FIG|691.12.PEG.3923;BA890_RS15630
3153;FIG|691.12.PEG.3924;BA890_RS15635
3154;FIG|691.12.PEG.3925;BA890_RS15640
