,FIG,NCBI_protein_ID,NCBI_chr,NCBI_locus,NCBI_protein_desc,NCBI_location
1494,FIG|691.12.PEG.1559,ALR17236.1,CP009977.1,PN96_08020,2-(5'-triphosphoribosyl)-3'-dephospho CoA synthase,complement(1752157..1753017)
1495,FIG|691.12.PEG.1560,ALR15938.1,CP009977.1,PN96_08025,malonate decarboxylase subunit alpha,complement(1753159..1754811)
1496,FIG|691.12.PEG.1561,ALR15939.1,CP009977.1,PN96_08030,LysR family transcriptional regulator,1755046..1755966
1497,FIG|691.12.PEG.1562,ALR15940.1,CP009977.1,PN96_08035,peptidase S8/S53 subtilisin kexin sedolisin,complement(1756054..1758444)
1498,FIG|691.12.PEG.1563,ALR17237.1,CP009977.1,PN96_08040,restriction endonuclease,complement(1758560..1759687)
1499,FIG|691.12.PEG.1564,ALR17238.1,CP009977.1,PN96_08045,hypothetical protein,complement(1759687..1760298)
1500,FIG|691.12.PEG.1565,ALR15941.1,CP009977.1,PN96_08055,membrane protein,complement(1760717..1761166)
1501,FIG|691.12.PEG.1566,ALR15942.1,CP009977.1,PN96_08060,histidine kinase,complement(1761581..1764007)
1502,FIG|691.12.PEG.1567,ALR17239.1,CP009977.1,PN96_08065,hypothetical protein,1764102..1764671
1503,FIG|691.12.PEG.1568,ALR15943.1,CP009977.1,PN96_08070,hypothetical protein,1764874..1765326
1504,FIG|691.12.PEG.1569,ALR15944.1,CP009977.1,PN96_08075,hypothetical protein,1765462..1766358
1505,FIG|691.12.PEG.1570,ALR15945.1,CP009977.1,PN96_08080,cytochrome C peroxidase,1766364..1767527
1506,FIG|691.12.PEG.1571,ALR15946.1,CP009977.1,PN96_08085,hypothetical protein,1767524..1768681
1507,FIG|691.12.PEG.1572,ALR15947.1,CP009977.1,PN96_08090,copper chaperone,1768717..1769178
1508,FIG|691.12.PEG.1573,ALR15948.1,CP009977.1,PN96_08095,hypothetical protein,complement(1769264..1770427)
1509,FIG|691.12.PEG.1574,ALR15949.1,CP009977.1,PN96_08100,hypothetical protein,complement(1770436..1771005)
1510,FIG|691.12.PEG.1575,ALR15950.1,CP009977.1,PN96_08105,membrane protein,complement(1771014..1771430)
1511,FIG|691.12.PEG.1576,ALR15951.1,CP009977.1,PN96_08110,potassium channel protein,complement(1771430..1772473)
1512,FIG|691.12.PEG.1577,ALR15952.1,CP009977.1,PN96_08115,quinolinate synthetase,complement(1772593..1773654)
1513,FIG|691.12.PEG.1578,ALR17240.1,CP009977.1,PN96_08120,tol-pal system protein,complement(1773849..1774604)
1514,FIG|691.12.PEG.1579,ALR15953.1,CP009977.1,PN96_08125,lipoprotein,complement(1774623..1775147)
1515,FIG|691.12.PEG.1580,ALR15954.1,CP009977.1,PN96_08130,translocation protein TolB,complement(1775178..1776506)
1516,FIG|691.12.PEG.1581,ALR15955.1,CP009977.1,PN96_08135,biopolymer transporter TolR,complement(1776544..1777611)
1517,FIG|691.12.PEG.1582,ALR15956.1,CP009977.1,PN96_08140,biopolymer transporter TolR,complement(1777625..1778068)
1518,FIG|691.12.PEG.1583,ALR15957.1,CP009977.1,PN96_08145,colicin uptake protein TolQ,complement(1778072..1778770)
1519,FIG|691.12.PEG.1584,ALR15958.1,CP009977.1,PN96_08150,acyl-CoA thioesterase,complement(1778760..1779179)
1520,FIG|691.12.PEG.1585,ALR15959.1,CP009977.1,PN96_08155,cytochrome bd biosynthesis protein,complement(1779352..1779654)
1521,FIG|691.12.PEG.1586,ALR15961.1,CP009977.1,PN96_08165,cytochrome d ubiquinol oxidase subunit 2,complement(1779767..1780903)
1522,FIG|691.12.PEG.1587,ALR15962.1,CP009977.1,PN96_08170,cytochrome d terminal oxidase subunit 1,complement(1780921..1782507)
1523,FIG|691.12.PEG.1589,ALR15963.1,CP009977.1,PN96_08175,ATP-dependent DNA helicase RuvB,complement(1782970..1783974)
1524,FIG|691.12.PEG.1590,ALR15964.1,CP009977.1,PN96_08180,ATP-dependent DNA helicase RuvA,complement(1784064..1784678)
1525,FIG|691.12.PEG.1591,ALR15965.1,CP009977.1,PN96_08185,crossover junction endodeoxyribonuclease RuvC,complement(1784746..1785267)
1526,FIG|691.12.PEG.1592,ALR15966.1,CP009977.1,PN96_08190,aspartyl-tRNA synthetase,complement(1785376..1787154)
1527,FIG|691.12.PEG.1593,ALR15967.1,CP009977.1,PN96_08195,hypothetical protein,1787427..1788293
1528,FIG|691.12.PEG.1594,ALR15968.1,CP009977.1,PN96_08200,tRNA methyltransferase,1788414..1789151
1529,FIG|691.12.PEG.1595,ALR15969.1,CP009977.1,PN96_08205,tRNA methyltransferase,1789225..1790196
1530,FIG|691.12.PEG.1596,ALR15970.1,CP009977.1,PN96_08210,ATP-dependent Zn protease,1790417..1791157
1531,FIG|691.12.PEG.1597,ALR15971.1,CP009977.1,PN96_08215,gonadoliberin III,1791175..1792680
1532,FIG|691.12.PEG.1598,ALR15972.1,CP009977.1,PN96_08220,alpha-L-glutamate ligase,1792684..1793652
1533,FIG|691.12.PEG.1600,ALR15973.1,CP009977.1,PN96_08225,glucose-methanol-choline oxidoreductase,complement(1794147..1795787)
1534,FIG|691.12.PEG.1602,ALR15974.1,CP009977.1,PN96_08230,coniferyl aldehyde dehydrogenase,complement(1796047..1797537)
1535,FIG|691.12.PEG.1603,ALR15975.1,CP009977.1,PN96_08235,AraC family transcriptional regulator,1797703..1798746
1536,FIG|691.12.PEG.1604,ALR17241.1,CP009977.1,PN96_08240,cell division protein MukB,complement(1798819..1803282)
1537,FIG|691.12.PEG.1605,ALR15976.1,CP009977.1,PN96_08245,condesin subunit E,complement(1803285..1804010)
1538,FIG|691.12.PEG.1606,ALR15977.1,CP009977.1,PN96_08250,condesin subunit F,complement(1803991..1805328)
1539,FIG|691.12.PEG.1607,ALR17242.1,CP009977.1,PN96_08255,SAM-dependent methyltransferase,complement(1805331..1806122)
1540,FIG|691.12.PEG.1608,ALR15978.1,CP009977.1,PN96_08260,membrane protein,1806237..1807022
1541,FIG|691.12.PEG.1609,ALR15979.1,CP009977.1,PN96_08265,transcriptional regulator,complement(1807119..1807829)
1542,FIG|691.12.PEG.1610,ALR15980.1,CP009977.1,PN96_08270,molecular chaperone TorD,1808095..1808742
1543,FIG|691.12.PEG.1612,ALR15981.1,CP009977.1,PN96_08275,transcriptional regulator,1809176..1810180
1544,FIG|691.12.PEG.1613,ALR15982.1,CP009977.1,PN96_08280,DNA transformation protein,1810919..1811509
1545,FIG|691.12.PEG.1614,ALR15983.1,CP009977.1,PN96_08285,dihydrolipoamide dehydrogenase,1811693..1812385
1546,FIG|691.12.PEG.1615,ALR15984.1,CP009977.1,PN96_08290,hypothetical protein,1812385..1812699
1547,FIG|691.12.PEG.1616,ALR15985.1,CP009977.1,PN96_08295,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",complement(1812728..1813531)
1548,FIG|691.12.PEG.1617,ALR15986.1,CP009977.1,PN96_08300,glycogen synthase,complement(1813638..1815110)
1549,FIG|691.12.PEG.1618,ALR15987.1,CP009977.1,PN96_08305,glucose-1-phosphate adenylyltransferase,complement(1815100..1816317)
1550,FIG|691.12.PEG.1619,ALR15988.1,CP009977.1,PN96_08310,DNA topoisomerase I,complement(1817221..1819848)
1551,FIG|691.12.PEG.1620,ALR15989.1,CP009977.1,PN96_08315,hypothetical protein,1820272..1820520
1552,FIG|691.12.PEG.1621,ALR15990.1,CP009977.1,PN96_08320,3-phosphoshikimate 1-carboxyvinyltransferase,complement(1820601..1821881)
1553,FIG|691.12.PEG.1622,ALR15991.1,CP009977.1,PN96_08325,membrane protein,complement(1822043..1822519)
1554,FIG|691.12.PEG.1623,ALR15992.1,CP009977.1,PN96_08330,leucyl/phenylalanyl-tRNA--protein transferase,1822559..1823269
1555,FIG|691.12.PEG.1624,ALR15993.1,CP009977.1,PN96_08335,arginyl-tRNA-protein transferase,1823266..1823967
1556,FIG|691.12.PEG.1625,ALR15994.1,CP009977.1,PN96_08340,translation initiation factor IF-1,1824050..1824268
1557,FIG|691.12.PEG.1626,ALR15995.1,CP009977.1,PN96_08345,Clp protease ClpX,complement(1824433..1826703)
1558,FIG|691.12.PEG.1627,ALR15996.1,CP009977.1,PN96_08350,ATP-dependent Clp protease adapter protein ClpS,complement(1826752..1827072)
1559,FIG|691.12.PEG.1628,ALR15997.1,CP009977.1,PN96_08355,stationary phase/starvation inducible regulatory protein CspD,1827812..1828030
1560,FIG|691.12.PEG.1629,ALR15998.1,CP009977.1,PN96_08360,isocitrate dehydrogenase,complement(1828175..1830400)
1561,FIG|691.12.PEG.1630,ALR15999.1,CP009977.1,PN96_08365,23S rRNA pseudouridylate synthase,1830711..1831412
1562,FIG|691.12.PEG.1631,ALR16000.1,CP009977.1,PN96_08370,hypothetical protein,complement(1831488..1832150)
1563,FIG|691.12.PEG.1632,ALR16001.1,CP009977.1,PN96_08375,porin,complement(1832324..1833322)
1564,FIG|691.12.PEG.1633,ALR16002.1,CP009977.1,PN96_08380,ATP-dependent DNA helicase DinG,1833839..1835914
1565,FIG|691.12.PEG.1634,ALR16003.1,CP009977.1,PN96_08385,membrane protein,1835929..1836714
1566,FIG|691.12.PEG.1635,ALR16004.1,CP009977.1,PN96_08390,prepilin peptidase,1836711..1837256
1567,FIG|691.12.PEG.1636,ALR16005.1,CP009977.1,PN96_08395,primosomal protein,1837256..1837423
1568,FIG|691.12.PEG.1637,ALR16006.1,CP009977.1,PN96_08400,LrgB,complement(1837717..1838412)
1569,FIG|691.12.PEG.1638,ALR16007.1,CP009977.1,PN96_08405,Holin-like protein CidA,complement(1838415..1838843)
1570,FIG|691.12.PEG.1639,ALR16008.1,CP009977.1,PN96_08410,LysR family transcriptional regulator,1838971..1839858
1571,FIG|691.12.PEG.1640,ALR16010.1,CP009977.1,PN96_08420,exodeoxyribonuclease III,1840143..1840949
1572,FIG|691.12.PEG.1641,ALR16011.1,CP009977.1,PN96_08425,amino acid ABC transporter permease,complement(1841015..1841695)
1573,FIG|691.12.PEG.1642,ALR16012.1,CP009977.1,PN96_08430,ABC transporter,complement(1841699..1842439)
1574,FIG|691.12.PEG.1643,ALR16013.1,CP009977.1,PN96_08435,nickel transporter,complement(1842521..1843291)
1575,FIG|691.12.PEG.1644,ALR16014.1,CP009977.1,PN96_08440,amino acid transporter,complement(1843376..1844146)
1576,FIG|691.12.PEG.1645,ALR16015.1,CP009977.1,PN96_08445,flagellar sheath protein A,complement(1844379..1845830)
1577,FIG|691.12.PEG.1646,ALR16016.1,CP009977.1,PN96_08450,membrane protein,1846288..1847835
1578,FIG|691.12.PEG.1647,ALR16017.1,CP009977.1,PN96_08455,pyruvate formate-lyase,1848141..1850417
1579,FIG|691.12.PEG.1648,ALR17243.1,CP009977.1,PN96_08460,exonuclease,1850571..1851548
1580,FIG|691.12.PEG.1649,ALR16018.1,CP009977.1,PN96_08465,pyruvate formate lyase-activating enzyme 1,1851691..1852431
1581,FIG|691.12.PEG.1650,ALR16019.1,CP009977.1,PN96_08470,membrane protein,1852585..1853253
1582,FIG|691.12.PEG.1651,ALR16020.1,CP009977.1,PN96_08475,hypothetical protein,1853409..1853909
1583,FIG|691.12.PEG.1652,ALR16021.1,CP009977.1,PN96_08480,serine/threonine protein kinase,1854398..1856332
1584,FIG|691.12.PEG.1653,ALR16022.1,CP009977.1,PN96_08485,hypothetical protein,1856382..1857653
1585,FIG|691.12.PEG.1654,ALR16023.1,CP009977.1,PN96_08490,SpoVR family protein,1857665..1859224
1586,FIG|691.12.PEG.1655,ALR16024.1,CP009977.1,PN96_08495,3-deoxy-manno-octulosonate cytidylyltransferase,complement(1859311..1860069)
1587,FIG|691.12.PEG.1656,ALR16025.1,CP009977.1,PN96_08500,hypothetical protein,complement(1860069..1860248)
1588,FIG|691.12.PEG.1657,ALR16026.1,CP009977.1,PN96_08505,tetraacyldisaccharide 4'-kinase,complement(1860229..1861236)
1589,FIG|691.12.PEG.1658,ALR16027.1,CP009977.1,PN96_08510,lipid transporter ATP-binding/permease,complement(1861240..1862988)
1590,FIG|691.12.PEG.1659,ALR16028.1,CP009977.1,PN96_08515,hypothetical protein,complement(1863020..1865278)
1591,FIG|691.12.PEG.1660,ALR16029.1,CP009977.1,PN96_08520,ATP-binding protein,1865287..1865796
1592,FIG|691.12.PEG.1661,ALR16030.1,CP009977.1,PN96_08525,outer membrane-specific lipoprotein transporter subunit LolE,complement(1865949..1867193)
1593,FIG|691.12.PEG.1662,ALR16031.1,CP009977.1,PN96_08530,ABC transporter,complement(1867196..1867903)
1594,FIG|691.12.PEG.1663,ALR16032.1,CP009977.1,PN96_08535,transporter,complement(1867896..1869104)
1595,FIG|691.12.PEG.1664,ALR16033.1,CP009977.1,PN96_08540,hypothetical protein,1869356..1869925
1596,FIG|691.12.PEG.1665,ALR16034.1,CP009977.1,PN96_08545,transcription-repair coupling factor,1869931..1873392
1597,FIG|691.12.PEG.1666,ALR16035.1,CP009977.1,PN96_08550,hypothetical protein,1873439..1874170
1598,FIG|691.12.PEG.1667,ALR16036.1,CP009977.1,PN96_08555,ribosomal-protein-serine acetyltransferase,1874255..1874803
1599,FIG|691.12.PEG.1668,ALR16037.1,CP009977.1,PN96_08560,NADH dehydrogenase,complement(1874927..1876216)
1600,FIG|691.12.PEG.1669,ALR16038.1,CP009977.1,PN96_08565,hypothetical protein,complement(1876775..1877314)
1601,FIG|691.12.PEG.1670,ALR16039.1,CP009977.1,PN96_08570,thiamine kinase,complement(1877390..1878271)
1602,FIG|691.12.PEG.1671,ALR16040.1,CP009977.1,PN96_08575,membrane protein,complement(1878296..1878886)
1603,FIG|691.12.PEG.1672,ALR16041.1,CP009977.1,PN96_08580,YcfL protein: an outer membrane lipoprotein that is part of a salvage cluster,complement(1878939..1879331)
1604,FIG|691.12.PEG.1673,ALR16042.1,CP009977.1,PN96_08585,lipoprotein,complement(1879331..1880728)
1605,FIG|691.12.PEG.1674,ALR16043.1,CP009977.1,PN96_08590,purine nucleoside phosphoramidase,complement(1880802..1881152)
1606,FIG|691.12.PEG.1675,ALR16044.1,CP009977.1,PN96_08595,chemotaxis protein,1881467..1883458
1607,FIG|691.12.PEG.1676,ALR16045.1,CP009977.1,PN96_08600,hypothetical protein,1883613..1884773
1608,FIG|691.12.PEG.1677,ALR16046.1,CP009977.1,PN96_08605,uridine phosphorylase,complement(1884895..1885653)
1609,FIG|691.12.PEG.1678,ALR16047.1,CP009977.1,PN96_08610,zinc ABC transporter ATPase,complement(1885965..1888283)
1610,FIG|691.12.PEG.1679,ALR16048.1,CP009977.1,PN96_08615,CBS domain containing protein,complement(1888461..1888880)
1611,FIG|691.12.PEG.1680,ALR16049.1,CP009977.1,PN96_08620,hypothetical protein,complement(1889232..1890851)
1612,FIG|691.12.PEG.1681,ALR16050.1,CP009977.1,PN96_08625,ferredoxin,1891060..1891383
1613,FIG|691.12.PEG.1682,ALR16051.1,CP009977.1,PN96_08630,RNA methyltransferase,complement(1891454..1892188)
1614,FIG|691.12.PEG.1683,ALR16052.1,CP009977.1,PN96_08635,glutamine amidotransferase,complement(1892414..1893154)
1615,FIG|691.12.PEG.1684,ALR16053.1,CP009977.1,PN96_08640,aldehyde dehydrogenase,1893567..1895054
1616,FIG|691.12.PEG.1685,ALR17244.1,CP009977.1,PN96_08645,XRE family transcriptional regulator,complement(1895149..1895691)
1617,FIG|691.12.PEG.1686,ALR16054.1,CP009977.1,PN96_08650,spermidine/putrescine ABC transporter permease,complement(1895734..1896576)
1618,FIG|691.12.PEG.1687,ALR16055.1,CP009977.1,PN96_08655,spermidine/putrescine ABC transporter permease,complement(1896573..1897490)
1619,FIG|691.12.PEG.1688,ALR16056.1,CP009977.1,PN96_08660,transporter,complement(1897487..1898629)
1620,FIG|691.12.PEG.1689,ALR16057.1,CP009977.1,PN96_08665,spermidine/putrescine ABC transporter substrate-binding protein,complement(1898679..1899788)
1621,FIG|691.12.PEG.1690,ALR16058.1,CP009977.1,PN96_08670,aminotransferase,complement(1899833..1901182)
1622,FIG|691.12.PEG.1691,ALR16059.1,CP009977.1,PN96_08675,glutamine synthetase,complement(1901304..1902635)
1623,FIG|691.12.PEG.1692,ALR16060.1,CP009977.1,PN96_08680,gamma-glutamylputrescine synthetase,1903045..1904433
1624,FIG|691.12.PEG.1693,ALR16061.1,CP009977.1,PN96_08685,FAD-dependent oxidoreductase,1904468..1905745
1625,FIG|691.12.PEG.1694,ALR16062.1,CP009977.1,PN96_08690,6-phospho-beta-glucosidase,complement(1905801..1907210)
1626,FIG|691.12.PEG.1695,ALR16063.1,CP009977.1,PN96_08695,LysR family transcriptional regulator,1907335..1908243
1627,FIG|691.12.PEG.1696,ALR16064.1,CP009977.1,PN96_08700,hypothetical protein,complement(1908615..1910789)
1628,FIG|691.12.PEG.1697,ALR16065.1,CP009977.1,PN96_08705,hypothetical protein,complement(1911297..1911785)
1629,FIG|691.12.PEG.1698,ALR16066.1,CP009977.1,PN96_08710,regulatory protein,complement(1911782..1912591)
1630,FIG|691.12.PEG.1700,ALR16067.1,CP009977.1,PN96_08715,hypothetical protein,1913072..1913689
1631,FIG|691.12.PEG.1701,ALR16068.1,CP009977.1,PN96_08720,hypothetical protein,1913763..1913978
1632,FIG|691.12.PEG.1702,ALR16069.1,CP009977.1,PN96_08725,hypothetical protein,1914336..1914902
1633,FIG|691.12.PEG.1703,ALR17245.1,CP009977.1,PN96_08730,DNA-binding protein,complement(1915305..1918907)
1634,FIG|691.12.PEG.1704,ALR17246.1,CP009977.1,PN96_08735,CRISPR-associated protein Csy4,complement(1919451..1920077)
1635,FIG|691.12.PEG.1705,ALR16070.1,CP009977.1,PN96_08740,CRISPR-associated protein Csy3,complement(1920088..1921125)
1636,FIG|691.12.PEG.1706,ALR16071.1,CP009977.1,PN96_08745,hypothetical protein,complement(1921139..1923235)
1637,FIG|691.12.PEG.1707,ALR16072.1,CP009977.1,PN96_08750,hypothetical protein,complement(1923238..1924449)
1638,FIG|691.12.PEG.1708,ALR16073.1,CP009977.1,PN96_08755,TIR domain protein,complement(1924589..1925284)
1639,FIG|691.12.PEG.1709,ALR16074.1,CP009977.1,PN96_08760,hypothetical protein,complement(1925405..1925827)
1640,FIG|691.12.PEG.1710,ALR16075.1,CP009977.1,PN96_08765,hypothetical protein,complement(1925838..1926080)
1641,FIG|691.12.PEG.1712,ALR16076.1,CP009977.1,PN96_08775,XRE family transcriptional regulator,1927477..1927782
1642,FIG|691.12.PEG.1713,ALR17247.1,CP009977.1,PN96_08780,transposase,complement(1927779..1928846)
1643,FIG|691.12.PEG.1714,ALR17248.1,CP009977.1,PN96_08785,transposase,complement(1928849..1930726)
1644,FIG|691.12.PEG.1715,ALR16077.1,CP009977.1,PN96_08790,endonuclease,complement(1930729..1931352)
1645,FIG|691.12.PEG.1716,ALR16078.1,CP009977.1,PN96_08795,membrane protein,complement(1931716..1932459)
1646,FIG|691.12.PEG.1717,ALR17249.1,CP009977.1,PN96_08800,MGMT family protein,1932707..1933009
1647,FIG|691.12.PEG.1718,ALR16079.1,CP009977.1,PN96_08805,lipo-like protein,complement(1933057..1933491)
1648,FIG|691.12.PEG.1719,ALR16080.1,CP009977.1,PN96_08810,palmitoyl-CoA hydrolase,1933721..1934581
1649,FIG|691.12.PEG.1720,ALR16081.1,CP009977.1,PN96_08815,transcriptional regulator,complement(1934645..1935118)
1650,FIG|691.12.PEG.1721,ALR16082.1,CP009977.1,PN96_08820,cysteine synthase,1935252..1936346
1651,FIG|691.12.PEG.1722,ALR16083.1,CP009977.1,PN96_08825,deoxycytidine triphosphate deaminase,complement(1936426..1936743)
1652,FIG|691.12.PEG.1723,ALR16084.1,CP009977.1,PN96_08830,multidrug transporter AcrB,complement(1936984..1940097)
1653,FIG|691.12.PEG.1724,ALR16085.1,CP009977.1,PN96_08835,hemolysin D,complement(1940097..1941185)
1654,FIG|691.12.PEG.1725,ALR16086.1,CP009977.1,PN96_08865,preprotein translocase subunit Tim44,complement(1942686..1943561)
1655,FIG|691.12.PEG.1726,ALR16087.1,CP009977.1,PN96_08870,TetR family transcriptional regulator,1943878..1944468
1656,FIG|691.12.PEG.1727,ALR16088.1,CP009977.1,PN96_08875,acyl-phosphate glycerol 3-phosphate acyltransferase,1944482..1946356
1657,FIG|691.12.PEG.1728,ALR16089.1,CP009977.1,PN96_08880,membrane protein,1946489..1947421
1658,FIG|691.12.PEG.1729,ALR16090.1,CP009977.1,PN96_08885,O-succinylbenzoic acid--CoA ligase,complement(1947447..1947626)
1659,FIG|691.12.PEG.1730,ALR16091.1,CP009977.1,PN96_08890,O-succinylbenzoic acid--CoA ligase,complement(1947747..1949180)
1660,FIG|691.12.PEG.1731,ALR16092.1,CP009977.1,PN96_08895,O-succinylbenzoate synthase,complement(1949165..1950154)
1661,FIG|691.12.PEG.1732,ALR16093.1,CP009977.1,PN96_08900,dihydroxynaphthoic acid synthetase,complement(1950281..1951147)
1662,FIG|691.12.PEG.1733,ALR16094.1,CP009977.1,PN96_08905,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",complement(1951174..1951968)
1663,FIG|691.12.PEG.1734,ALR16095.1,CP009977.1,PN96_08910,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,complement(1951955..1953673)
1664,FIG|691.12.PEG.1735,ALR16096.1,CP009977.1,PN96_08915,isochorismate synthase,complement(1953670..1954977)
1665,FIG|691.12.PEG.1736,ALR16097.1,CP009977.1,PN96_08920,aminotransferase,1955195..1956409
1666,FIG|691.12.PEG.1737,ALR16098.1,CP009977.1,PN96_08925,hypothetical protein,1956500..1957084
1667,FIG|691.12.PEG.1738,ALR16099.1,CP009977.1,PN96_08930,deoxyguanosinetriphosphate triphosphohydrolase,1957108..1958430
1668,FIG|691.12.PEG.1739,ALR16100.1,CP009977.1,PN96_08935,DTW domain protein,complement(1958427..1959050)
1669,FIG|691.12.PEG.1740,ALR16101.1,CP009977.1,PN96_08940,membrane protein,1959054..1959605
1670,FIG|691.12.PEG.1741,ALR17250.1,CP009977.1,PN96_08945,transporter,complement(1959688..1959972)
1671,FIG|691.12.PEG.1742,ALR16102.1,CP009977.1,PN96_08950,peptidylprolyl isomerase,complement(1960160..1962019)
1672,FIG|691.12.PEG.1743,ALR16103.1,CP009977.1,PN96_08955,transcriptional regulator HU subunit alpha,complement(1962223..1962495)
1673,FIG|691.12.PEG.1744,ALR16104.1,CP009977.1,PN96_08960,DNA-binding protein,complement(1962687..1965038)
1674,FIG|691.12.PEG.1745,ALR16105.1,CP009977.1,PN96_08965,Clp protease ClpX,complement(1965169..1966449)
1675,FIG|691.12.PEG.1746,ALR16106.1,CP009977.1,PN96_08970,Clp protease ClpP,complement(1966520..1967146)
1676,FIG|691.12.PEG.1747,ALR16107.1,CP009977.1,PN96_08975,trigger factor,complement(1967252..1968556)
1677,FIG|691.12.PEG.1748,ALR16109.1,CP009977.1,PN96_08985,ATPase,1969081..1970889
1678,FIG|691.12.PEG.1749,ALR16110.1,CP009977.1,PN96_08990,C4-dicarboxylate ABC transporter,1970892..1972229
